id,subset,anomaly_class,video_start,video_end,anomaly_start,anomaly_end,num_frames,anomaly_start_s,anomaly_end_s,duration_s,ignore,ego_involve,night,channel,accident_name,frames_dir_exists
HaC3LrJiTmQ_003539,train,ego: moving_ahead_or_waiting,3539,3637,50,96,99,5.0,9.6,9.9,,,,,,1
eN6y6-4C1Rc_006040,train,ego: moving_ahead_or_waiting,6040,6091,33,52,52,3.3,5.2,5.2,,,,,,1
bI9JzQSrEGo_004353,train,ego: moving_ahead_or_waiting,4353,4439,31,66,87,3.1,6.6,8.7,,,,,,1
nHvTqyRntbY_004313,train,ego: moving_ahead_or_waiting,4313,4400,31,66,88,3.1,6.6,8.8,,,,,,1
pOJpwWmEcFg_003080,train,ego: moving_ahead_or_waiting,3080,3148,33,69,69,3.3,6.9,6.9,,,,,,1
7uTMZ5-aWKA_001605,train,other: turning,1605,1693,35,66,89,3.5,6.6,8.9,,,,,,1
W6YrlYyWguc_000495,train,other: turning,495,614,53,104,120,5.3,10.4,12.0,,,,,,1
5vKPYV5w6pw_004224,train,other: turning,4224,4322,42,72,99,4.2,7.2,9.9,,,,,,1
4wKjxDXnmYs_001844,train,other: turning,1844,1920,30,46,77,3.0,4.6,7.7,,,,,,1
Tsl84N96WM8_000241,train,other: turning,241,339,44,81,99,4.4,8.1,9.9,,,,,,1
jFFhYwgepmY_000889,train,other: turning,889,1006,54,72,118,5.4,7.2,11.8,,,,,,1
JPfUoxTjKo4_000021,train,other: turning,21,149,24,47,129,2.4,4.7,12.9,,,,,,1
gDjeTHGWX9c_005997,train,other: turning,5997,6064,12,46,68,1.2,4.6,6.8,,,,,,1
88LcRU7uEFE_001913,train,other: turning,1913,2031,42,78,119,4.2,7.8,11.9,,,,,,1
JV0D-YkWHD8_004103,train,other: turning,4103,4169,17,48,67,1.7,4.8,6.7,,,,,,1
PfJ2CudpCgE_006024,train,other: turning,6024,6098,35,54,75,3.5,5.4,7.5,,,,,,1
gZbGLa253Ak_000721,train,other: turning,721,819,43,89,99,4.3,8.9,9.9,,,,,,1
zRZ9PJguIfE_003137,train,other: turning,3137,3235,25,51,99,2.5,5.1,9.9,,,,,,1
fb5i7JlmJdg_005252,train,other: turning,5252,5360,60,85,109,6.0,8.5,10.9,,,,,,1
Sihe6aeyLHg_004548,train,other: turning,4548,4620,26,48,73,2.6,4.8,7.3,,,,,,1
f482qwPz7ns_003767,train,other: turning,3767,3852,36,67,86,3.6,6.7,8.6,,,,,,1
90gyBengKDs_003139,train,other: turning,3139,3223,35,52,85,3.5,5.2,8.5,,,,,,1
Z9K13eBUwJM_005905,train,other: turning,5905,5991,48,79,87,4.8,7.9,8.7,,,,,,1
QeuzUfHIWYU_000559,train,other: turning,559,657,39,63,99,3.9,6.3,9.9,,,,,,1
xVfPBzDnI2Q_001710,train,other: turning,1710,1787,36,55,78,3.6,5.5,7.8,,,,,,1
3sGShQb_HwU_004259,train,other: turning,4259,4347,45,66,89,4.5,6.6,8.9,,,,,,1
y4Evv5By6sg_000075,train,other: turning,75,179,47,87,105,4.7,8.7,10.5,,,,,,1
2TmFM9p1KF8_001756,train,other: turning,1756,1820,6,38,65,0.6,3.8,6.5,,,,,,1
2TmFM9p1KF8_001932,train,other: turning,1932,2018,16,42,87,1.6,4.2,8.7,,,,,,1
u33fdjUY_Iw_004509,train,other: turning,4509,4619,52,72,111,5.2,7.2,11.1,,,,,,1
oZaUkhs_H-s_002917,train,other: turning,2917,3015,34,42,99,3.4,4.2,9.9,,,,,,1
hdOtS-BpUPY_004293,train,other: turning,4293,4381,42,64,89,4.2,6.4,8.9,,,,,,1
ahKX0rtdMJc_004580,train,other: turning,4580,4728,30,57,149,3.0,5.7,14.9,,,,,,1
CyeT8rEQOpQ_002416,train,other: turning,2416,2503,39,62,88,3.9,6.2,8.8,,,,,,1
0z7J7rOpTic_002066,train,other: turning,2066,2164,51,68,99,5.1,6.8,9.9,,,,,,1
QeuzUfHIWYU_005018,train,other: turning,5018,5106,53,71,89,5.3,7.1,8.9,,,,,,1
J-j5eIHg8I0_000505,train,other: turning,505,580,36,48,76,3.6,4.8,7.6,,,,,,1
nHvTqyRntbY_003764,train,other: turning,3764,3856,21,38,93,2.1,3.8,9.3,,,,,,1
UKBuDqU8qTM_000371,train,other: turning,371,479,53,82,109,5.3,8.2,10.9,,,,,,1
nvVk7L3GrJQ_001293,train,other: turning,1293,1380,14,50,88,1.4,5.0,8.8,,,,,,1
bhA2ckvE-TQ_001797,train,other: turning,1797,1916,53,90,120,5.3,9.0,12.0,,,,,,1
90gyBengKDs_001613,train,other: turning,1613,1694,31,54,82,3.1,5.4,8.2,,,,,,1
UOjQsfDXjO0_002436,train,other: turning,2436,2595,34,64,160,3.4,6.4,16.0,,,,,,1
LfKfK4I5RPE_003732,train,other: turning,3732,3810,30,53,79,3.0,5.3,7.9,,,,,,1
RPNiqsdt6-w_000521,train,other: turning,521,609,38,54,89,3.8,5.4,8.9,,,,,,1
3u_CIo9IaWo_002893,train,other: turning,2893,3041,40,52,149,4.0,5.2,14.9,,,,,,1
O9uvBFovKj8_004982,train,other: turning,4982,5060,37,58,79,3.7,5.8,7.9,,,,,,1
p8q77QzOdUs_003890,train,other: turning,3890,3998,55,71,109,5.5,7.1,10.9,,,,,,1
Nc9SDBksPPA_004924,train,other: turning,4924,5028,40,72,105,4.0,7.2,10.5,,,,,,1
2SAby_5t94M_000753,train,other: turning,753,817,20,45,65,2.0,4.5,6.5,,,,,,1
TlBhM9Xbr2o_001876,train,other: turning,1876,1968,41,66,93,4.1,6.6,9.3,,,,,,1
DpQBo4gb6Lw_002691,train,other: turning,2691,2810,51,100,120,5.1,10.0,12.0,,,,,,1
3sGShQb_HwU_004977,train,other: turning,4977,5065,36,58,89,3.6,5.8,8.9,,,,,,1
dZG1VKsgs60_002588,train,other: turning,2588,2666,26,47,79,2.6,4.7,7.9,,,,,,1
3tEZvtQZ18Q_000981,train,other: turning,981,1069,26,77,89,2.6,7.7,8.9,,,,,,1
sdqIDbZJfy0_003353,train,other: turning,3353,3499,29,47,147,2.9,4.7,14.7,,,,,,1
p8q77QzOdUs_004490,train,other: turning,4490,4578,32,57,89,3.2,5.7,8.9,,,,,,1
YBEYOS3A3Ic_004858,train,other: turning,4858,4928,29,44,71,2.9,4.4,7.1,,,,,,1
f482qwPz7ns_004142,train,other: turning,4142,4270,88,108,129,8.8,10.8,12.9,,,,,,1
Hx8FMhmdOQU_005151,train,other: turning,5151,5249,43,86,99,4.3,8.6,9.9,,,,,,1
uFwnmh0GpBo_002118,train,other: turning,2118,2226,36,74,109,3.6,7.4,10.9,,,,,,1
hdOtS-BpUPY_001041,train,other: turning,1041,1119,35,50,79,3.5,5.0,7.9,,,,,,1
D_pyFV4nKd4_004530,train,other: turning,4530,4628,58,81,99,5.8,8.1,9.9,,,,,,1
ieP36TLihGM_002893,train,other: turning,2893,2991,47,75,99,4.7,7.5,9.9,,,,,,1
jFFhYwgepmY_000351,train,other: turning,351,443,39,61,93,3.9,6.1,9.3,,,,,,1
xjbbH74SwTg_002787,train,other: turning,2787,2885,49,68,99,4.9,6.8,9.9,,,,,,1
y4Evv5By6sg_000648,train,other: turning,648,766,86,102,119,8.6,10.2,11.9,,,,,,1
T89zSiaMNgM_002640,train,other: turning,2640,2764,49,69,125,4.9,6.9,12.5,,,,,,1
W6YrlYyWguc_001646,train,other: turning,1646,1754,64,81,109,6.4,8.1,10.9,,,,,,1
Zpo0kwg1XEQ_001906,train,other: turning,1906,1977,38,50,72,3.8,5.0,7.2,,,,,,1
Nc9SDBksPPA_000281,train,other: turning,281,389,59,89,109,5.9,8.9,10.9,,,,,,1
mrIFkGZbNjc_003786,train,other: turning,3786,3854,29,49,69,2.9,4.9,6.9,,,,,,1
ruiSuGHJf6Q_001231,train,other: turning,1231,1339,55,68,109,5.5,6.8,10.9,,,,,,1
jFFhYwgepmY_002431,train,other: turning,2431,2519,19,38,89,1.9,3.8,8.9,,,,,,1
CyeT8rEQOpQ_003695,train,other: turning,3695,3792,41,62,98,4.1,6.2,9.8,,,,,,1
0RJPQ_97dcs_001974,train,other: turning,1974,2107,43,79,134,4.3,7.9,13.4,,,,,,1
PfJ2CudpCgE_003154,train,other: turning,3154,3236,39,69,83,3.9,6.9,8.3,,,,,,1
hfwb3mZZ0fs_003392,train,other: turning,3392,3470,27,51,79,2.7,5.1,7.9,,,,,,1
hfwb3mZZ0fs_001223,train,other: turning,1223,1268,2,21,46,0.2,2.1,4.6,,,,,,1
kld-iYpdjyo_006188,train,other: turning,6188,6253,26,49,66,2.6,4.9,6.6,,,,,,1
xjbbH74SwTg_000812,train,other: turning,812,910,46,66,99,4.6,6.6,9.9,,,,,,1
9Q0FCoNxL8I_001552,train,other: turning,1552,1664,39,65,113,3.9,6.5,11.3,,,,,,1
HaC3LrJiTmQ_002720,train,other: turning,2720,2933,71,100,214,7.1,10.0,21.4,,,,,,1
nHvTqyRntbY_004602,train,other: turning,4602,4697,34,54,96,3.4,5.4,9.6,,,,,,1
5vKPYV5w6pw_005653,train,other: turning,5653,5762,38,54,110,3.8,5.4,11.0,,,,,,1
pWZSG2cUdEo_000052,train,other: turning,52,164,39,44,113,3.9,4.4,11.3,,,,,,1
J-j5eIHg8I0_004326,train,other: turning,4326,4414,33,62,89,3.3,6.2,8.9,,,,,,1
LfKfK4I5RPE_003812,train,other: turning,3812,3913,35,71,102,3.5,7.1,10.2,,,,,,1
eN6y6-4C1Rc_006167,train,other: turning,6167,6269,26,44,103,2.6,4.4,10.3,,,,,,1
bhA2ckvE-TQ_001611,train,other: turning,1611,1689,20,37,79,2.0,3.7,7.9,,,,,,1
Y4rb2_HaBdQ_002036,train,other: turning,2036,2128,21,36,93,2.1,3.6,9.3,,,,,,1
nHvTqyRntbY_002652,train,other: turning,2652,2753,42,65,102,4.2,6.5,10.2,,,,,,1
pQdl0apLT70_004452,train,other: turning,4452,4532,22,58,81,2.2,5.8,8.1,,,,,,1
LfKfK4I5RPE_004619,train,other: turning,4619,4719,32,69,101,3.2,6.9,10.1,,,,,,1
4K_6s1n6BpU_001144,train,other: turning,1144,1211,31,45,68,3.1,4.5,6.8,,,,,,1
UOjQsfDXjO0_003467,train,other: turning,3467,3605,52,80,139,5.2,8.0,13.9,,,,,,1
DyzL2sahobA_000861,train,other: turning,861,954,40,68,94,4.0,6.8,9.4,,,,,,1
mrIFkGZbNjc_003276,train,other: turning,3276,3354,21,54,79,2.1,5.4,7.9,,,,,,1
zRZ9PJguIfE_005031,train,other: turning,5031,5180,75,94,150,7.5,9.4,15.0,,,,,,1
bhA2ckvE-TQ_002907,train,other: turning,2907,3018,44,65,112,4.4,6.5,11.2,,,,,,1
W6YrlYyWguc_001536,train,other: turning,1536,1644,45,66,109,4.5,6.6,10.9,,,,,,1
xToi8YVZM8o_000690,train,other: turning,690,808,54,78,119,5.4,7.8,11.9,,,,,,1
Sihe6aeyLHg_004041,train,other: turning,4041,4118,23,47,78,2.3,4.7,7.8,,,,,,1
88LcRU7uEFE_001047,train,other: turning,1047,1135,43,71,89,4.3,7.1,8.9,,,,,,1
Hx8FMhmdOQU_000905,train,other: turning,905,993,31,55,89,3.1,5.5,8.9,,,,,,1
uFwnmh0GpBo_001082,train,other: turning,1082,1230,47,89,149,4.7,8.9,14.9,,,,,,1
P5MjgFmqouA_003505,train,other: turning,3505,3593,29,61,89,2.9,6.1,8.9,,,,,,1
QeuzUfHIWYU_005178,train,other: turning,5178,5256,40,58,79,4.0,5.8,7.9,,,,,,1
K1r3m5OrmB4_003916,train,other: turning,3916,4008,39,63,93,3.9,6.3,9.3,,,,,,1
lKMwX4nA64k_003183,train,other: turning,3183,3283,31,48,101,3.1,4.8,10.1,,,,,,1
O9uvBFovKj8_000319,train,other: turning,319,420,29,50,102,2.9,5.0,10.2,,,,,,1
PEwiwzyTjX0_001508,train,other: turning,1508,1601,21,61,94,2.1,6.1,9.4,,,,,,1
Pbw0A-RCjcw_001170,train,other: turning,1170,1288,57,79,119,5.7,7.9,11.9,,,,,,1
UOjQsfDXjO0_003227,train,other: turning,3227,3345,44,79,119,4.4,7.9,11.9,,,,,,1
nvVk7L3GrJQ_005513,train,other: turning,5513,5578,29,44,66,2.9,4.4,6.6,,,,,,1
Nc9SDBksPPA_000171,train,other: turning,171,279,36,56,109,3.6,5.6,10.9,,,,,,1
vdLn-qswnRo_001611,train,other: turning,1611,1705,39,58,95,3.9,5.8,9.5,,,,,,1
CyeT8rEQOpQ_001932,train,other: turning,1932,2003,36,53,72,3.6,5.3,7.2,,,,,,1
a_VxrUq9PmA_003973,train,other: turning,3973,4078,38,60,106,3.8,6.0,10.6,,,,,,1
p-fBcE77G4c_002340,train,other: turning,2340,2443,49,68,104,4.9,6.8,10.4,,,,,,1
pOJpwWmEcFg_005037,train,other: turning,5037,5125,31,49,89,3.1,4.9,8.9,,,,,,1
ruiSuGHJf6Q_004660,train,other: turning,4660,4748,42,52,89,4.2,5.2,8.9,,,,,,1
DyzL2sahobA_000073,train,other: turning,73,219,60,96,147,6.0,9.6,14.7,,,,,,1
7uTMZ5-aWKA_000860,train,other: turning,860,968,58,87,109,5.8,8.7,10.9,,,,,,1
T7TkJVmGyts_000891,train,other: turning,891,1009,41,67,119,4.1,6.7,11.9,,,,,,1
yr0gNIxRluE_001080,train,other: turning,1080,1168,31,73,89,3.1,7.3,8.9,,,,,,1
T7TkJVmGyts_000191,train,other: turning,191,279,48,74,89,4.8,7.4,8.9,,,,,,1
nADqn-DZ-Dc_000740,train,other: turning,740,848,64,79,109,6.4,7.9,10.9,,,,,,1
O9uvBFovKj8_000211,train,other: turning,211,317,43,65,107,4.3,6.5,10.7,,,,,,1
a_VxrUq9PmA_005151,train,other: turning,5151,5250,46,74,100,4.6,7.4,10.0,,,,,,1
lmykriTbncM_004234,train,other: turning,4234,4328,44,59,95,4.4,5.9,9.5,,,,,,1
Vtpe3HAIEm4_003608,train,other: turning,3608,3694,39,56,87,3.9,5.6,8.7,,,,,,1
88LcRU7uEFE_001238,train,other: turning,1238,1346,43,79,109,4.3,7.9,10.9,,,,,,1
uFwnmh0GpBo_000842,train,other: turning,842,960,45,69,119,4.5,6.9,11.9,,,,,,1
p-fBcE77G4c_003392,train,other: turning,3392,3514,40,61,123,4.0,6.1,12.3,,,,,,1
Q7VBPeGwJWw_002894,train,other: turning,2894,2952,18,35,59,1.8,3.5,5.9,,,,,,1
d2SCftR5sWc_003264,train,other: turning,3264,3362,22,62,99,2.2,6.2,9.9,,,,,,1
ruiSuGHJf6Q_000371,train,other: turning,371,479,35,58,109,3.5,5.8,10.9,,,,,,1
ieP36TLihGM_002993,train,other: turning,2993,3081,28,48,89,2.8,4.8,8.9,,,,,,1
O9uvBFovKj8_001912,train,other: turning,1912,2027,35,83,116,3.5,8.3,11.6,,,,,,1
zRZ9PJguIfE_001319,train,other: turning,1319,1407,41,55,89,4.1,5.5,8.9,,,,,,1
JHfjuFrnpjA_004861,train,other: turning,4861,4950,31,48,90,3.1,4.8,9.0,,,,,,1
u33fdjUY_Iw_001593,train,other: turning,1593,1680,31,47,88,3.1,4.7,8.8,,,,,,1
pOJpwWmEcFg_002252,train,other: turning,2252,2350,26,54,99,2.6,5.4,9.9,,,,,,1
sdqIDbZJfy0_002638,train,other: turning,2638,2736,38,56,99,3.8,5.6,9.9,,,,,,1
L334aqEJxys_000928,train,other: turning,928,1035,51,82,108,5.1,8.2,10.8,,,,,,1
CyeT8rEQOpQ_005549,train,other: turning,5549,5607,36,58,59,3.6,5.8,5.9,,,,,,1
4wKjxDXnmYs_001994,train,other: turning,1994,2053,19,33,60,1.9,3.3,6.0,,,,,,1
lKMwX4nA64k_001926,train,other: turning,1926,2050,68,101,125,6.8,10.1,12.5,,,,,,1
GkDXwJXjQx0_001355,train,other: turning,1355,1409,14,36,55,1.4,3.6,5.5,,,,,,1
vZSr9dhRxlE_000052,train,other: turning,52,173,31,70,122,3.1,7.0,12.2,,,,,,1
hdOtS-BpUPY_001912,train,other: turning,1912,2104,25,39,193,2.5,3.9,19.3,,,,,,1
WWyeuvpHmfc_002453,train,other: turning,2453,2539,32,44,87,3.2,4.4,8.7,,,,,,1
JkYzYrJpSoQ_004958,train,other: turning,4958,5026,15,29,69,1.5,2.9,6.9,,,,,,1
GdyJqgxlSxs_006240,train,other: turning,6240,6315,36,41,76,3.6,4.1,7.6,,,,,,1
D_pyFV4nKd4_003804,train,other: turning,3804,3892,45,81,89,4.5,8.1,8.9,,,,,,1
nvVk7L3GrJQ_001826,train,other: turning,1826,1913,35,59,88,3.5,5.9,8.8,,,,,,1
h55PiQMnlJY_001243,train,other: turning,1243,1381,60,102,139,6.0,10.2,13.9,,,,,,1
UOjQsfDXjO0_001011,train,other: turning,1011,1180,70,97,170,7.0,9.7,17.0,,,,,,1
Nc9SDBksPPA_004404,train,other: turning,4404,4492,48,62,89,4.8,6.2,8.9,,,,,,1
Pbw0A-RCjcw_002742,train,other: turning,2742,2820,26,49,79,2.6,4.9,7.9,,,,,,1
HaC3LrJiTmQ_005125,train,other: turning,5125,5240,38,54,116,3.8,5.4,11.6,,,,,,1
Izf9l3VWQuo_004675,train,other: turning,4675,4775,43,73,101,4.3,7.3,10.1,,,,,,1
1u69z-wsDIc_004094,train,other: turning,4094,4193,48,73,100,4.8,7.3,10.0,,,,,,1
6E2N9ld0eHg_000972,train,other: turning,972,1081,50,82,110,5.0,8.2,11.0,,,,,,1
UKBuDqU8qTM_003400,train,other: turning,3400,3468,35,52,69,3.5,5.2,6.9,,,,,,1
RPNiqsdt6-w_003437,train,other: turning,3437,3545,61,82,109,6.1,8.2,10.9,,,,,,1
DpQBo4gb6Lw_002812,train,other: turning,2812,2870,27,49,59,2.7,4.9,5.9,,,,,,1
O9uvBFovKj8_001801,train,other: turning,1801,1910,31,75,110,3.1,7.5,11.0,,,,,,1
d2SCftR5sWc_001121,train,other: turning,1121,1299,83,128,179,8.3,12.8,17.9,,,,,,1
UbDCiQVuzPY_003772,train,other: turning,3772,3860,25,55,89,2.5,5.5,8.9,,,,,,1
gXezhrOijmQ_002530,train,other: turning,2530,2618,27,89,89,2.7,8.9,8.9,,,,,,1
ruiSuGHJf6Q_002157,train,other: turning,2157,2255,57,70,99,5.7,7.0,9.9,,,,,,1
IIuaTrT3pp0_000594,train,other: turning,594,658,20,48,65,2.0,4.8,6.5,,,,,,1
yr0gNIxRluE_002389,train,other: turning,2389,2527,68,100,139,6.8,10.0,13.9,,,,,,1
4wKjxDXnmYs_000219,train,other: turning,219,309,27,58,91,2.7,5.8,9.1,,,,,,1
ahKX0rtdMJc_004883,train,other: turning,4883,4954,17,57,72,1.7,5.7,7.2,,,,,,1
UbDCiQVuzPY_001045,train,other: turning,1045,1143,51,66,99,5.1,6.6,9.9,,,,,,1
ha-IeID24As_002404,train,other: turning,2404,2479,21,44,76,2.1,4.4,7.6,,,,,,1
W6YrlYyWguc_004017,train,other: turning,4017,4085,34,53,69,3.4,5.3,6.9,,,,,,1
DpQBo4gb6Lw_002562,train,other: turning,2562,2689,32,60,128,3.2,6.0,12.8,,,,,,1
y4Evv5By6sg_001238,train,other: turning,1238,1346,54,70,109,5.4,7.0,10.9,,,,,,1
fsqORUrKLYg_000895,train,other: turning,895,983,23,89,89,2.3,8.9,8.9,,,,,,1
9Q0FCoNxL8I_002217,train,other: turning,2217,2342,61,79,126,6.1,7.9,12.6,,,,,,1
WWyeuvpHmfc_001621,train,other: turning,1621,1708,31,47,88,3.1,4.7,8.8,,,,,,1
0z7J7rOpTic_002166,train,other: turning,2166,2255,32,55,90,3.2,5.5,9.0,,,,,,1
d2SCftR5sWc_001995,train,other: turning,1995,2093,18,43,99,1.8,4.3,9.9,,,,,,1
TlBhM9Xbr2o_003064,train,other: turning,3064,3151,41,64,88,4.1,6.4,8.8,,,,,,1
Eq7_uD2yN5Y_003939,train,other: turning,3939,4047,40,78,109,4.0,7.8,10.9,,,,,,1
sUbP4j8rAic_002839,train,other: turning,2839,2987,38,75,149,3.8,7.5,14.9,,,,,,1
RPNiqsdt6-w_003647,train,other: turning,3647,3725,27,42,79,2.7,4.2,7.9,,,,,,1
9Q0FCoNxL8I_000927,train,other: turning,927,1089,36,71,163,3.6,7.1,16.3,,,,,,1
eN6y6-4C1Rc_004776,train,other: turning,4776,4862,28,50,87,2.8,5.0,8.7,,,,,,1
O9uvBFovKj8_002330,train,other: turning,2330,2429,11,53,100,1.1,5.3,10.0,,,,,,1
3sGShQb_HwU_000454,train,other: turning,454,573,44,64,120,4.4,6.4,12.0,,,,,,1
0RJPQ_97dcs_001878,train,other: turning,1878,1972,10,29,95,1.0,2.9,9.5,,,,,,1
Hx8FMhmdOQU_000715,train,other: turning,715,813,28,89,99,2.8,8.9,9.9,,,,,,1
T7TkJVmGyts_000771,train,other: turning,771,889,57,88,119,5.7,8.8,11.9,,,,,,1
bcpfYpmDcp0_002666,train,other: turning,2666,2782,32,61,117,3.2,6.1,11.7,,,,,,1
ruiSuGHJf6Q_004209,train,other: turning,4209,4297,34,65,89,3.4,6.5,8.9,,,,,,1
d2SCftR5sWc_000411,train,other: turning,411,499,32,63,89,3.2,6.3,8.9,,,,,,1
u33fdjUY_Iw_006176,train,other: turning,6176,6380,21,38,205,2.1,3.8,20.5,,,,,,1
f482qwPz7ns_004706,train,other: turning,4706,4804,27,53,99,2.7,5.3,9.9,,,,,,1
xVfPBzDnI2Q_004775,train,other: turning,4775,4864,46,65,90,4.6,6.5,9.0,,,,,,1
gZbGLa253Ak_001042,train,other: turning,1042,1150,41,89,109,4.1,8.9,10.9,,,,,,1
gZbGLa253Ak_001362,train,other: turning,1362,1480,27,98,119,2.7,9.8,11.9,,,,,,1
Hkui6PJboFg_003406,train,other: turning,3406,3513,39,77,108,3.9,7.7,10.8,,,,,,1
fdvMUP8qvzw_000501,train,other: turning,501,621,25,55,121,2.5,5.5,12.1,,,,,,1
UOjQsfDXjO0_000901,train,other: turning,901,1009,41,67,109,4.1,6.7,10.9,,,,,,1
JkYzYrJpSoQ_004772,train,other: turning,4772,4869,28,61,98,2.8,6.1,9.8,,,,,,1
0qfbmt4G8Rw_000870,train,other: turning,870,968,46,71,99,4.6,7.1,9.9,,,,,,1
DSBGS6aRzgc_000181,train,other: turning,181,289,42,76,109,4.2,7.6,10.9,,,,,,1
T89zSiaMNgM_002525,train,other: turning,2525,2638,37,89,114,3.7,8.9,11.4,,,,,,1
RPNiqsdt6-w_002547,train,other: turning,2547,2658,36,76,112,3.6,7.6,11.2,,,,,,1
hdOtS-BpUPY_000820,train,other: turning,820,919,39,69,100,3.9,6.9,10.0,,,,,,1
O9uvBFovKj8_001467,train,other: turning,1467,1575,32,58,109,3.2,5.8,10.9,,,,,,1
QERvirE3S5s_002496,train,other: turning,2496,2570,25,48,75,2.5,4.8,7.5,,,,,,1
5vKPYV5w6pw_002807,train,other: turning,2807,2916,47,83,110,4.7,8.3,11.0,,,,,,1
JkYzYrJpSoQ_000344,train,other: turning,344,462,22,82,119,2.2,8.2,11.9,,,,,,1
DpQBo4gb6Lw_004109,train,other: turning,4109,4177,20,61,69,2.0,6.1,6.9,,,,,,1
LfKfK4I5RPE_000632,train,other: turning,632,720,24,61,89,2.4,6.1,8.9,,,,,,1
90gyBengKDs_001327,train,other: turning,1327,1405,36,61,79,3.6,6.1,7.9,,,,,,1
K1r3m5OrmB4_005466,train,other: turning,5466,5566,45,75,101,4.5,7.5,10.1,,,,,,1
UOjQsfDXjO0_005414,train,other: turning,5414,5612,134,169,199,13.4,16.9,19.9,,,,,,1
kVhgFPPG-wo_005100,train,other: turning,5100,5180,21,49,81,2.1,4.9,8.1,,,,,,1
yr0gNIxRluE_001275,train,other: turning,1275,1359,30,69,85,3.0,6.9,8.5,,,,,,1
r6_ZhT7rmhM_002002,train,other: turning,2002,2101,42,63,100,4.2,6.3,10.0,,,,,,1
uFwnmh0GpBo_000641,train,other: turning,641,739,36,57,99,3.6,5.7,9.9,,,,,,1
TNZv-NBcV5U_003040,train,other: turning,3040,3121,8,25,82,0.8,2.5,8.2,,,,,,1
Hd2IzHAfkCI_001472,train,other: turning,1472,1560,27,68,89,2.7,6.8,8.9,,,,,,1
W6YrlYyWguc_000616,train,other: turning,616,734,57,80,119,5.7,8.0,11.9,,,,,,1
t_bCDlNOhJc_001392,train,other: turning,1392,1490,56,78,99,5.6,7.8,9.9,,,,,,1
JmwUVoOrgk8_000849,train,other: turning,849,947,7,47,99,0.7,4.7,9.9,,,,,,1
hy433gakFeo_001443,train,other: turning,1443,1493,4,30,51,0.4,3.0,5.1,,,,,,1
qYonJ4w6SZs_000075,train,other: turning,75,189,70,84,115,7.0,8.4,11.5,,,,,,1
2TmFM9p1KF8_003322,train,other: turning,3322,3407,40,69,86,4.0,6.9,8.6,,,,,,1
ieP36TLihGM_004444,train,other: turning,4444,4513,27,45,70,2.7,4.5,7.0,,,,,,1
RPNiqsdt6-w_003727,train,other: turning,3727,3845,70,95,119,7.0,9.5,11.9,,,,,,1
OPj7lUQOre8_004206,train,other: turning,4206,4284,50,63,79,5.0,6.3,7.9,,,,,,1
PqbpIHZvjMA_001793,train,other: turning,1793,1931,40,72,139,4.0,7.2,13.9,,,,,,1
UbDCiQVuzPY_003172,train,other: turning,3172,3250,49,64,79,4.9,6.4,7.9,,,,,,1
4K_6s1n6BpU_003177,train,other: turning,3177,3235,14,42,59,1.4,4.2,5.9,,,,,,1
nHvTqyRntbY_000231,train,other: turning,231,321,16,52,91,1.6,5.2,9.1,,,,,,1
hdOtS-BpUPY_000191,train,other: turning,191,301,43,77,111,4.3,7.7,11.1,,,,,,1
t_bCDlNOhJc_000191,train,other: turning,191,339,52,94,149,5.2,9.4,14.9,,,,,,1
K1r3m5OrmB4_001626,train,other: turning,1626,1705,35,53,80,3.5,5.3,8.0,,,,,,1
qzMjfBx1KI0_000994,train,other: turning,994,1097,35,62,104,3.5,6.2,10.4,,,,,,1
hfwb3mZZ0fs_002727,train,other: turning,2727,2813,35,64,87,3.5,6.4,8.7,,,,,,1
kjVywUi1WK4_004247,train,other: turning,4247,4335,49,68,89,4.9,6.8,8.9,,,,,,1
Nc9SDBksPPA_001912,train,other: turning,1912,1997,40,50,86,4.0,5.0,8.6,,,,,,1
J_ggxJD3Uy8_003633,train,other: turning,3633,3700,24,50,68,2.4,5.0,6.8,,,,,,1
a_VxrUq9PmA_001247,train,other: turning,1247,1366,54,86,120,5.4,8.6,12.0,,,,,,1
xVfPBzDnI2Q_000760,train,other: turning,760,838,25,49,79,2.5,4.9,7.9,,,,,,1
6E2N9ld0eHg_004509,train,other: turning,4509,4587,37,58,79,3.7,5.8,7.9,,,,,,1
5vKPYV5w6pw_004324,train,other: turning,4324,4412,49,65,89,4.9,6.5,8.9,,,,,,1
IQwS7BEjUxM_005090,train,other: turning,5090,5261,22,69,172,2.2,6.9,17.2,,,,,,1
gDjeTHGWX9c_002228,train,other: turning,2228,2308,26,54,81,2.6,5.4,8.1,,,,,,1
mrIFkGZbNjc_000545,train,other: turning,545,650,38,57,106,3.8,5.7,10.6,,,,,,1
kld-iYpdjyo_003678,train,other: turning,3678,3750,8,27,73,0.8,2.7,7.3,,,,,,1
y4Evv5By6sg_000538,train,other: turning,538,646,50,71,109,5.0,7.1,10.9,,,,,,1
sdqIDbZJfy0_005020,train,other: turning,5020,5108,28,56,89,2.8,5.6,8.9,,,,,,1
p8q77QzOdUs_000211,train,other: turning,211,309,46,63,99,4.6,6.3,9.9,,,,,,1
Rrcjy5t8b20_004499,train,other: turning,4499,4558,20,40,60,2.0,4.0,6.0,,,,,,1
UKBuDqU8qTM_000481,train,other: turning,481,589,39,42,109,3.9,4.2,10.9,,,,,,1
