id,time_of_event,time_of_alert,target
N-002696,,,0
C-000049,3.3,,1
N-001897,,,0
N-002100,,,0
N-002200,,,0
N-001651,,,0
N-002792,,,0
N-001692,,,0
N-001906,,,0
N-000125,,,0
C-000362,3.3,,1
N-000150,,,0
N-000605,,,0
N-001623,,,0
N-002188,,,0
N-001965,,,0
N-002591,,,0
N-000835,,,0
N-000237,,,0
C-000912,3.6,,1
C-000759,3.2,,1
N-000862,,,0
C-001079,4.2,,1
N-001463,,,0
N-002023,,,0
C-001044,4.1,,1
C-000965,3.8,,1
N-002729,,,0
N-002946,,,0
N-001738,,,0
N-000459,,,0
C-000954,4.0,,1
C-001057,3.3,,1
N-002850,,,0
N-001192,,,0
N-001797,,,0
N-001483,,,0
N-002705,,,0
C-000902,3.0,,1
N-001900,,,0
N-001449,,,0
N-002634,,,0
N-001855,,,0
N-002562,,,0
C-000105,3.1,,1
C-000023,3.8,,1
C-000070,4.0,,1
N-001164,,,0
N-000530,,,0
N-000345,,,0
N-001963,,,0
N-002057,,,0
C-000045,4.3,,1
N-000014,,,0
N-000812,,,0
C-000166,3.0,,1
N-000871,,,0
N-000163,,,0
N-001052,,,0
N-002258,,,0
C-000507,4.1,,1
C-000615,4.1,,1
N-001539,,,0
C-000672,4.7,,1
C-001326,4.7,,1
N-000181,,,0
N-002522,,,0
N-001703,,,0
N-001301,,,0
N-000725,,,0
N-002963,,,0
N-000608,,,0
C-001435,3.1,,1
C-000693,4.2,,1
C-000870,4.1,,1
N-000263,,,0
N-000226,,,0
N-001618,,,0
N-000408,,,0
C-000009,3.5,,1
N-001971,,,0
C-000100,3.3,,1
C-000109,3.0,,1
N-002606,,,0
N-002607,,,0
N-001727,,,0
C-001103,4.2,,1
N-000928,,,0
N-000334,,,0
C-000914,3.0,,1
N-001024,,,0
N-001557,,,0
N-002482,,,0
C-000832,3.1,,1
N-000620,,,0
C-000826,3.3,,1
C-000182,3.0,,1
C-000207,3.0,,1
N-002808,,,0
N-000788,,,0
C-000088,3.9,,1
N-000651,,,0
N-002041,,,0
N-000675,,,0
C-000289,4.1,,1
N-000217,,,0
C-001295,3.7,,1
N-002605,,,0
N-001003,,,0
N-000867,,,0
C-001086,4.4,,1
C-000836,3.8,,1
N-002294,,,0
N-000600,,,0
N-002380,,,0
N-001873,,,0
N-000694,,,0
C-000611,4.8,,1
N-002007,,,0
N-000303,,,0
N-000526,,,0
N-002381,,,0
C-000785,3.2,,1
N-000592,,,0
C-000662,3.6,,1
N-001138,,,0
C-000293,4.1,,1
N-002161,,,0
N-001640,,,0
C-000476,4.1,,1
N-001360,,,0
N-002191,,,0
N-001414,,,0
C-000696,4.6,,1
N-001744,,,0
N-001932,,,0
C-000827,3.7,,1
N-002127,,,0
N-000708,,,0
C-000299,4.7,,1
C-001340,3.2,,1
C-001014,3.1,,1
N-001947,,,0
C-000466,4.0,,1
N-002133,,,0
N-002922,,,0
C-000566,3.4,,1
N-001406,,,0
N-001532,,,0
C-000240,3.0,,1
C-000365,3.4,,1
N-002561,,,0
N-000223,,,0
N-002863,,,0
N-001504,,,0
C-000841,4.7,,1
N-000116,,,0
N-002184,,,0
N-000359,,,0
N-001027,,,0
N-000054,,,0
N-000185,,,0
C-000639,3.2,,1
N-000759,,,0
N-000513,,,0
C-000189,3.0,,1
N-001632,,,0
N-002454,,,0
C-001447,4.1,,1
C-000066,3.0,,1
N-001736,,,0
C-001243,3.2,,1
N-002172,,,0
C-000862,3.9,,1
N-000343,,,0
N-001323,,,0
C-001386,3.2,,1
N-000336,,,0
N-000854,,,0
N-002912,,,0
C-000314,3.6,,1
N-002507,,,0
C-000764,3.4,,1
N-000901,,,0
C-000713,4.1,,1
N-001921,,,0
N-002582,,,0
N-000596,,,0
N-000753,,,0
C-001200,4.7,,1
N-002438,,,0
C-000630,3.4,,1
N-002559,,,0
N-001075,,,0
N-001183,,,0
N-000682,,,0
C-000243,3.1,,1
C-001327,4.0,,1
N-001188,,,0
N-002089,,,0
C-001267,4.9,,1
N-002896,,,0
N-000783,,,0
N-001913,,,0
N-000387,,,0
N-001806,,,0
N-001487,,,0
N-002923,,,0
C-000426,3.0,,1
C-001132,3.6,,1
N-001821,,,0
N-000320,,,0
N-002379,,,0
N-002830,,,0
C-001247,3.6,,1
N-002153,,,0
N-002533,,,0
C-001202,3.9,,1
C-000297,3.5,,1
N-002969,,,0
N-002037,,,0
C-000246,3.0,,1
N-002584,,,0
C-000058,3.4,,1
N-000241,,,0
N-000366,,,0
N-000294,,,0
N-000001,,,0
N-001520,,,0
N-001523,,,0
C-000266,3.0,,1
N-002275,,,0
N-000461,,,0
N-000517,,,0
N-000844,,,0
N-000002,,,0
N-001530,,,0
N-001443,,,0
C-000424,3.0,,1
C-001000,3.2,,1
N-001954,,,0
N-000508,,,0
C-001109,3.7,,1
N-001418,,,0
N-001605,,,0
N-000328,,,0
C-000384,3.2,,1
C-001417,3.0,,1
N-002858,,,0
N-001579,,,0
N-001940,,,0
N-001413,,,0
N-001675,,,0
N-000778,,,0
C-000503,3.5,,1
C-000534,3.7,,1
N-000306,,,0
N-000866,,,0
N-002475,,,0
N-002363,,,0
N-002619,,,0
N-001577,,,0
C-001344,3.0,,1
N-000845,,,0
N-002126,,,0
C-000499,3.0,,1
C-000500,3.8,,1
C-000733,3.0,,1
N-002238,,,0
N-000831,,,0
N-001448,,,0
N-001064,,,0
N-002556,,,0
N-002947,,,0
N-002489,,,0
N-002991,,,0
N-000733,,,0
C-000007,3.1,,1
N-002278,,,0
N-001113,,,0
N-000376,,,0
N-002290,,,0
C-001365,3.0,,1
C-000420,3.9,,1
N-000573,,,0
N-000976,,,0
N-001339,,,0
N-002098,,,0
N-000830,,,0
C-000736,3.9,,1
N-002319,,,0
N-000086,,,0
N-001637,,,0
C-000526,3.5,,1
N-002977,,,0
N-002528,,,0
N-002783,,,0
N-002871,,,0
C-001377,3.2,,1
C-000211,3.0,,1
C-000279,3.2,,1
N-002083,,,0
N-001656,,,0
C-001376,3.0,,1
C-000222,3.1,,1
N-000231,,,0
C-000220,3.7,,1
N-002112,,,0
N-000090,,,0
C-001033,4.2,,1
N-000496,,,0
N-000857,,,0
N-002431,,,0
N-002030,,,0
N-002596,,,0
N-000832,,,0
N-000754,,,0
N-001170,,,0
N-000540,,,0
N-002687,,,0
N-002942,,,0
N-000551,,,0
N-001147,,,0
N-000329,,,0
C-001184,3.4,,1
N-001828,,,0
N-002062,,,0
N-001819,,,0
C-000583,4.4,,1
N-001226,,,0
N-001152,,,0
N-002862,,,0
N-002701,,,0
C-000178,3.0,,1
C-000773,3.4,,1
C-000908,3.1,,1
C-000747,3.0,,1
C-000689,4.1,,1
N-000796,,,0
C-000575,4.2,,1
N-000331,,,0
C-000321,4.7,,1
C-000732,3.0,,1
N-000127,,,0
N-001132,,,0
N-002523,,,0
N-000848,,,0
N-002246,,,0
N-002644,,,0
N-001784,,,0
N-002510,,,0
N-002712,,,0
N-000892,,,0
N-001682,,,0
N-001602,,,0
N-001712,,,0
N-001657,,,0
N-000989,,,0
C-001221,4.0,,1
N-000554,,,0
N-000699,,,0
C-001291,3.9,,1
N-000604,,,0
C-000915,4.5,,1
N-000681,,,0
N-001760,,,0
C-000850,3.3,,1
N-002500,,,0
C-000224,3.0,,1
C-000208,3.0,,1
N-001322,,,0
C-000065,3.9,,1
N-001344,,,0
N-002989,,,0
N-000088,,,0
N-000673,,,0
N-001042,,,0
N-002472,,,0
N-001352,,,0
N-001252,,,0
N-000628,,,0
C-000170,3.0,,1
C-000352,4.0,,1
C-000343,3.6,,1
C-001063,3.5,,1
N-000758,,,0
N-002889,,,0
C-000893,3.2,,1
N-002048,,,0
C-001182,3.8,,1
N-002531,,,0
N-001207,,,0
N-002573,,,0
N-002797,,,0
C-000038,4.6,,1
N-000378,,,0
C-000400,3.9,,1
N-000200,,,0
N-001665,,,0
C-000068,3.8,,1
N-001161,,,0
N-002664,,,0
N-001194,,,0
C-001093,3.3,,1
C-000010,3.1,,1
N-001091,,,0
N-001691,,,0
N-001721,,,0
N-000370,,,0
N-000665,,,0
N-002953,,,0
N-002921,,,0
N-002855,,,0
N-000265,,,0
C-000366,4.1,,1
N-000075,,,0
N-001917,,,0
N-002029,,,0
N-002325,,,0
N-001616,,,0
N-000008,,,0
N-000382,,,0
C-000948,3.0,,1
N-001867,,,0
N-000354,,,0
N-000559,,,0
N-000952,,,0
N-000239,,,0
N-002032,,,0
N-000950,,,0
N-002417,,,0
N-000738,,,0
C-001427,3.0,,1
N-002189,,,0
N-001694,,,0
C-001171,3.8,,1
N-002509,,,0
N-002210,,,0
N-001634,,,0
C-001112,3.4,,1
N-002270,,,0
N-002868,,,0
C-000670,4.4,,1
N-002917,,,0
N-000619,,,0
C-001466,3.0,,1
C-001500,4.5,,1
N-001384,,,0
C-001464,3.7,,1
C-000703,3.2,,1
N-000978,,,0
N-001428,,,0
C-000704,4.0,,1
N-002885,,,0
N-002588,,,0
C-001097,4.0,,1
N-002269,,,0
C-001448,3.9,,1
N-001758,,,0
N-002886,,,0
N-001293,,,0
N-001838,,,0
C-000108,3.6,,1
C-000535,3.9,,1
N-002276,,,0
N-001422,,,0
C-001106,4.6,,1
N-002877,,,0
N-002778,,,0
N-000224,,,0
N-001218,,,0
C-000833,3.4,,1
C-000267,3.0,,1
N-001180,,,0
C-001165,4.4,,1
C-001273,3.5,,1
N-000069,,,0
N-000968,,,0
C-000073,3.0,,1
N-000696,,,0
C-000756,4.2,,1
C-000264,4.0,,1
C-001251,3.0,,1
N-002537,,,0
N-000439,,,0
N-001370,,,0
C-000909,3.4,,1
N-001247,,,0
N-001582,,,0
N-001949,,,0
C-000201,3.0,,1
N-001514,,,0
C-001436,3.6,,1
N-000766,,,0
N-001010,,,0
N-002980,,,0
N-001527,,,0
C-000261,4.0,,1
C-001203,3.0,,1
C-000364,4.8,,1
C-001195,4.8,,1
C-001064,4.3,,1
N-000546,,,0
C-000685,4.5,,1
N-002441,,,0
N-000894,,,0
C-000984,4.0,,1
N-002962,,,0
N-002547,,,0
N-001649,,,0
C-000436,4.0,,1
N-000944,,,0
N-001140,,,0
N-002307,,,0
N-002788,,,0
N-002536,,,0
C-000115,3.3,,1
C-001055,3.2,,1
C-001241,3.8,,1
N-000168,,,0
N-001960,,,0
N-000904,,,0
C-000227,3.9,,1
N-001286,,,0
C-001346,3.5,,1
N-001375,,,0
C-001220,3.3,,1
N-000006,,,0
N-000446,,,0
C-000929,3.5,,1
C-001392,3.2,,1
C-000228,4.7,,1
N-002332,,,0
C-000472,3.2,,1
N-002976,,,0
N-002362,,,0
C-000750,3.4,,1
C-001294,3.0,,1
C-000142,3.0,,1
C-001230,4.5,,1
C-001191,4.3,,1
N-002283,,,0
N-002702,,,0
N-002519,,,0
N-000785,,,0
N-002197,,,0
N-000028,,,0
C-000830,3.8,,1
C-000331,3.4,,1
N-001333,,,0
N-000158,,,0
C-001474,3.9,,1
N-001626,,,0
N-000583,,,0
N-000811,,,0
N-002504,,,0
C-000839,3.3,,1
N-001893,,,0
N-000666,,,0
N-002207,,,0
C-000310,3.6,,1
N-002838,,,0
N-001022,,,0
N-001315,,,0
C-001348,3.0,,1
N-002990,,,0
N-002205,,,0
N-002467,,,0
C-000761,3.0,,1
N-002075,,,0
N-002385,,,0
C-000378,3.4,,1
C-000355,3.9,,1
N-000312,,,0
N-001441,,,0
N-000486,,,0
N-001535,,,0
N-002367,,,0
C-000767,4.0,,1
N-000637,,,0
N-001648,,,0
N-002013,,,0
N-000571,,,0
C-000569,3.5,,1
N-001772,,,0
N-002777,,,0
C-001297,4.2,,1
C-000354,3.4,,1
N-002525,,,0
C-001316,3.8,,1
N-000876,,,0
N-000810,,,0
C-001482,3.8,,1
N-000644,,,0
N-001674,,,0
N-001973,,,0
N-002289,,,0
N-002544,,,0
N-001647,,,0
N-001766,,,0
C-000950,3.7,,1
C-000184,3.0,,1
N-001466,,,0
C-000734,3.5,,1
N-001427,,,0
N-002099,,,0
N-001496,,,0
N-002314,,,0
C-000429,4.6,,1
N-001094,,,0
C-000304,4.2,,1
N-002400,,,0
N-002900,,,0
N-000009,,,0
N-000213,,,0
N-002348,,,0
N-001199,,,0
N-002748,,,0
N-000996,,,0
N-000071,,,0
N-000615,,,0
N-001788,,,0
N-000566,,,0
C-000821,4.1,,1
C-001495,3.5,,1
C-000096,3.3,,1
N-000180,,,0
N-000493,,,0
N-001325,,,0
N-001757,,,0
N-002382,,,0
N-001669,,,0
N-002524,,,0
N-000703,,,0
N-001264,,,0
N-002540,,,0
N-001310,,,0
N-001220,,,0
C-000135,3.1,,1
N-001053,,,0
N-002656,,,0
N-002322,,,0
C-000678,4.8,,1
C-001054,3.8,,1
N-000689,,,0
N-000769,,,0
N-001014,,,0
C-000272,3.0,,1
C-000479,3.7,,1
N-000924,,,0
C-001198,4.5,,1
N-001610,,,0
N-002242,,,0
C-000680,4.1,,1
C-000829,3.7,,1
N-002791,,,0
C-001352,3.4,,1
N-000610,,,0
C-000348,4.3,,1
N-000652,,,0
C-001265,3.6,,1
C-000123,3.5,,1
C-001160,4.7,,1
N-000389,,,0
N-001412,,,0
N-002707,,,0
N-001830,,,0
N-002854,,,0
C-000019,4.2,,1
N-001807,,,0
N-002841,,,0
N-000245,,,0
N-002219,,,0
N-002306,,,0
N-002424,,,0
N-000278,,,0
N-002496,,,0
N-002452,,,0
C-001164,4.9,,1
N-000287,,,0
N-002020,,,0
C-001451,4.6,,1
C-001459,4.0,,1
N-002665,,,0
N-000742,,,0
N-001871,,,0
N-002515,,,0
N-002753,,,0
C-000822,4.5,,1
N-000518,,,0
N-000603,,,0
N-002757,,,0
N-002174,,,0
N-002437,,,0
C-001415,3.7,,1
N-001846,,,0
N-001278,,,0
N-001085,,,0
N-000761,,,0
N-002223,,,0
N-000440,,,0
N-002166,,,0
C-001369,3.9,,1
N-000044,,,0
N-000432,,,0
N-001268,,,0
N-001411,,,0
N-002462,,,0
N-000304,,,0
C-000724,3.7,,1
C-000032,3.6,,1
N-000309,,,0
N-000745,,,0
N-000927,,,0
C-000183,3.0,,1
C-001406,3.6,,1
N-002891,,,0
C-001328,3.1,,1
N-002308,,,0
N-000470,,,0
N-000616,,,0
N-002465,,,0
C-000190,3.0,,1
C-000679,4.3,,1
C-000694,4.6,,1
N-001560,,,0
N-002709,,,0
N-000631,,,0
C-000964,4.7,,1
N-001696,,,0
C-000063,3.5,,1
C-000797,4.1,,1
C-000584,4.7,,1
C-001279,3.7,,1
N-001603,,,0
C-001150,4.1,,1
N-000584,,,0
N-000587,,,0
C-000347,3.3,,1
N-001769,,,0
C-001280,4.5,,1
N-001861,,,0
N-000818,,,0
N-001253,,,0
N-002338,,,0
N-002624,,,0
N-001377,,,0
C-000288,3.0,,1
C-001296,3.6,,1
N-000172,,,0
C-000112,4.3,,1
C-000192,3.0,,1
C-000397,4.2,,1
N-000798,,,0
N-000602,,,0
C-000701,3.0,,1
N-002548,,,0
N-001028,,,0
C-000896,3.0,,1
N-002369,,,0
N-001707,,,0
N-000914,,,0
N-002414,,,0
N-002890,,,0
N-000360,,,0
N-000269,,,0
N-001923,,,0
N-000494,,,0
N-000342,,,0
C-000923,3.0,,1
N-001020,,,0
N-001096,,,0
N-002247,,,0
N-001354,,,0
N-002954,,,0
C-000879,3.0,,1
C-000278,3.7,,1
N-001106,,,0
N-002834,,,0
N-002773,,,0
N-002992,,,0
C-000167,3.0,,1
N-002220,,,0
C-000256,3.1,,1
C-000885,3.0,,1
N-001334,,,0
N-002360,,,0
C-001289,4.4,,1
N-000654,,,0
N-000622,,,0
C-000202,3.0,,1
C-001087,4.8,,1
N-002195,,,0
N-000415,,,0
N-001186,,,0
N-002301,,,0
N-001834,,,0
C-000153,3.1,,1
N-001167,,,0
N-000478,,,0
N-001097,,,0
N-001841,,,0
N-002229,,,0
N-000032,,,0
N-000082,,,0
C-000629,4.7,,1
N-001041,,,0
N-002286,,,0
C-000539,3.5,,1
C-000616,3.5,,1
C-000462,4.5,,1
N-002406,,,0
N-000449,,,0
N-001745,,,0
N-002770,,,0
N-002882,,,0
N-002851,,,0
N-000746,,,0
C-000594,4.5,,1
C-001140,3.8,,1
N-000089,,,0
N-000720,,,0
C-000104,3.3,,1
N-000576,,,0
C-001281,4.0,,1
N-000825,,,0
N-001229,,,0
N-001130,,,0
C-000731,3.0,,1
C-000705,3.8,,1
N-000946,,,0
N-000929,,,0
N-002374,,,0
N-002408,,,0
N-002620,,,0
N-002378,,,0
N-001604,,,0
C-001341,3.9,,1
C-000607,3.8,,1
N-002952,,,0
C-000979,3.3,,1
N-000445,,,0
C-000405,4.0,,1
N-001429,,,0
C-000199,3.0,,1
N-002433,,,0
C-001231,4.1,,1
C-000627,3.7,,1
N-000658,,,0
N-001684,,,0
C-001331,4.9,,1
C-000809,3.4,,1
N-002060,,,0
N-002820,,,0
N-000740,,,0
N-001507,,,0
N-000548,,,0
C-001012,3.7,,1
N-000570,,,0
N-001244,,,0
N-001537,,,0
N-001502,,,0
C-000861,3.3,,1
N-002040,,,0
N-001294,,,0
C-000036,4.6,,1
C-001123,4.4,,1
C-000028,3.7,,1
N-002892,,,0
N-000489,,,0
N-000184,,,0
N-002653,,,0
N-000532,,,0
N-001765,,,0
C-000570,4.0,,1
C-000231,4.2,,1
C-001076,4.4,,1
C-000286,4.5,,1
C-001309,3.6,,1
N-001862,,,0
C-001080,3.4,,1
N-001093,,,0
N-002317,,,0
N-000037,,,0
N-001984,,,0
N-001991,,,0
N-002146,,,0
N-002185,,,0
N-000043,,,0
N-001926,,,0
C-000415,3.4,,1
N-001810,,,0
N-002110,,,0
C-000982,3.3,,1
N-002842,,,0
C-000191,3.0,,1
N-000367,,,0
N-000122,,,0
C-000482,3.6,,1
N-001820,,,0
N-001771,,,0
N-001908,,,0
N-000941,,,0
N-002421,,,0
N-002776,,,0
N-000152,,,0
N-002543,,,0
N-002179,,,0
C-000988,3.6,,1
N-000877,,,0
N-002608,,,0
N-002972,,,0
C-001133,4.2,,1
C-000524,3.5,,1
C-000920,3.1,,1
N-001206,,,0
N-000405,,,0
N-001088,,,0
C-000940,3.1,,1
C-001489,3.7,,1
C-000549,3.3,,1
C-000512,4.4,,1
C-000875,3.6,,1
N-002345,,,0
C-000381,3.2,,1
C-000970,4.8,,1
C-000673,4.4,,1
C-000806,3.5,,1
N-000768,,,0
N-001898,,,0
N-001510,,,0
N-001371,,,0
N-002106,,,0
N-002686,,,0
N-002087,,,0
N-002809,,,0
C-001138,3.3,,1
N-000067,,,0
C-001240,3.5,,1
C-000486,4.9,,1
N-002072,,,0
C-000533,3.2,,1
N-000215,,,0
C-001288,4.5,,1
C-001333,3.2,,1
N-002312,,,0
C-000792,3.4,,1
C-001117,4.5,,1
C-001219,3.9,,1
N-000524,,,0
N-000260,,,0
N-001416,,,0
C-000336,4.4,,1
N-000350,,,0
N-000712,,,0
N-002266,,,0
C-001183,3.7,,1
C-001287,3.7,,1
N-000431,,,0
N-000930,,,0
N-000209,,,0
C-001492,3.8,,1
C-001440,3.5,,1
N-001214,,,0
N-001948,,,0
N-001536,,,0
N-000741,,,0
N-001874,,,0
N-000177,,,0
C-000800,4.5,,1
N-002194,,,0
N-001277,,,0
N-000327,,,0
N-001056,,,0
N-000252,,,0
N-002727,,,0
N-001822,,,0
C-000287,3.4,,1
N-001066,,,0
N-001563,,,0
N-002165,,,0
N-002747,,,0
C-000468,3.5,,1
N-001609,,,0
N-001415,,,0
C-000284,4.6,,1
C-000531,3.1,,1
C-000368,3.3,,1
N-001008,,,0
N-000406,,,0
N-001970,,,0
N-000936,,,0
N-002717,,,0
N-000136,,,0
C-001310,3.5,,1
N-001952,,,0
N-001444,,,0
N-001079,,,0
N-000547,,,0
N-001909,,,0
C-000421,3.9,,1
N-002279,,,0
N-000162,,,0
N-000939,,,0
N-002103,,,0
N-002208,,,0
N-002901,,,0
N-001126,,,0
N-002925,,,0
N-002677,,,0
C-001343,3.9,,1
N-001589,,,0
N-001625,,,0
C-001167,3.9,,1
N-002321,,,0
C-001248,3.3,,1
N-000661,,,0
C-001193,3.2,,1
N-001031,,,0
N-002555,,,0
N-001184,,,0
N-002141,,,0
N-001189,,,0
N-000193,,,0
N-001289,,,0
N-000549,,,0
N-002818,,,0
N-000042,,,0
C-000446,3.2,,1
N-001702,,,0
C-000229,3.9,,1
C-001074,3.1,,1
N-001815,,,0
N-000943,,,0
N-000954,,,0
N-001362,,,0
N-001365,,,0
C-000802,4.0,,1
C-001083,3.3,,1
N-002970,,,0
N-000757,,,0
N-000325,,,0
N-001509,,,0
C-001196,3.0,,1
N-002728,,,0
N-001693,,,0
N-001347,,,0
N-001763,,,0
N-002292,,,0
N-001107,,,0
N-002336,,,0
N-000250,,,0
N-001472,,,0
N-002347,,,0
C-000811,3.0,,1
N-001039,,,0
C-001137,4.9,,1
C-000382,4.7,,1
N-002911,,,0
C-000559,4.1,,1
C-000302,4.6,,1
N-001525,,,0
N-000980,,,0
N-001036,,,0
C-000221,3.6,,1
C-000014,4.4,,1
N-000895,,,0
N-002190,,,0
C-000880,3.1,,1
N-002630,,,0
N-002305,,,0
N-000055,,,0
N-001169,,,0
C-000935,3.0,,1
N-002961,,,0
C-000016,4.2,,1
C-000525,3.2,,1
C-000018,4.0,,1
N-001419,,,0
C-001319,3.1,,1
N-000045,,,0
C-000459,4.0,,1
N-002629,,,0
N-000923,,,0
N-001543,,,0
N-002375,,,0
N-002108,,,0
N-002826,,,0
C-000048,4.4,,1
N-001829,,,0
N-002979,,,0
N-000900,,,0
N-002758,,,0
C-000721,4.0,,1
N-001633,,,0
C-000295,4.5,,1
C-000471,4.0,,1
N-000479,,,0
N-001368,,,0
N-002088,,,0
N-001931,,,0
N-000248,,,0
N-002928,,,0
N-001154,,,0
C-001428,3.7,,1
C-001384,3.0,,1
N-001722,,,0
C-000620,4.9,,1
C-001378,3.0,,1
C-000831,3.0,,1
N-000438,,,0
N-000599,,,0
N-002051,,,0
N-001112,,,0
N-002370,,,0
N-000960,,,0
N-002448,,,0
N-001402,,,0
C-001382,3.3,,1
N-000373,,,0
C-001213,4.6,,1
N-001141,,,0
C-001450,3.0,,1
C-001470,4.1,,1
C-000855,3.4,,1
N-001125,,,0
N-002302,,,0
C-000634,3.1,,1
N-001446,,,0
N-002641,,,0
C-000186,3.0,,1
C-001403,3.1,,1
C-000867,3.2,,1
N-002957,,,0
C-000603,3.9,,1
C-000388,4.8,,1
N-002494,,,0
N-000276,,,0
C-000847,4.4,,1
N-002124,,,0
C-001040,4.0,,1
N-002795,,,0
C-000947,3.0,,1
C-001290,3.0,,1
C-001304,4.1,,1
N-001716,,,0
N-000256,,,0
C-001101,4.0,,1
N-000205,,,0
N-001544,,,0
C-000116,3.5,,1
C-000755,4.1,,1
N-001059,,,0
C-000565,3.1,,1
N-002071,,,0
N-000171,,,0
N-000916,,,0
N-000025,,,0
N-000198,,,0
C-000774,3.1,,1
N-000041,,,0
N-000194,,,0
N-000853,,,0
N-001936,,,0
N-000347,,,0
N-001425,,,0
N-000140,,,0
N-002576,,,0
N-000981,,,0
C-001002,3.0,,1
N-000462,,,0
N-002432,,,0
C-000932,3.0,,1
N-000011,,,0
N-002148,,,0
N-002749,,,0
N-002742,,,0
C-000652,3.5,,1
C-001416,4.6,,1
N-002464,,,0
N-002364,,,0
C-000285,4.0,,1
N-002349,,,0
N-000874,,,0
C-000332,4.2,,1
N-002897,,,0
N-000472,,,0
N-002042,,,0
C-001045,3.6,,1
C-000613,4.1,,1
N-000879,,,0
N-001801,,,0
N-002469,,,0
N-000019,,,0
C-000338,4.9,,1
N-002631,,,0
C-001227,3.8,,1
N-002853,,,0
C-001379,3.8,,1
N-002746,,,0
N-002249,,,0
N-001638,,,0
N-002650,,,0
N-001600,,,0
N-002140,,,0
N-002129,,,0
C-000334,3.3,,1
N-001994,,,0
N-001916,,,0
N-001803,,,0
N-002704,,,0
C-000061,3.0,,1
C-001497,4.8,,1
C-001005,3.6,,1
N-001115,,,0
N-002649,,,0
N-002021,,,0
C-001073,3.9,,1
N-001654,,,0
N-000887,,,0
N-001055,,,0
C-000891,3.0,,1
C-001491,3.7,,1
N-000040,,,0
N-002168,,,0
N-000146,,,0
C-000469,3.3,,1
N-001026,,,0
N-002779,,,0
C-000408,4.2,,1
C-001393,3.7,,1
N-000024,,,0
N-002577,,,0
N-002685,,,0
N-000179,,,0
N-001985,,,0
N-002849,,,0
N-000064,,,0
N-002814,,,0
C-000957,4.6,,1
N-000207,,,0
N-002967,,,0
N-001793,,,0
N-002377,,,0
C-000373,3.4,,1
N-001622,,,0
N-002857,,,0
N-000627,,,0
C-001372,3.8,,1
N-002534,,,0
N-002945,,,0
C-000585,3.3,,1
N-000850,,,0
C-000579,3.2,,1
N-002002,,,0
C-000181,3.0,,1
N-000358,,,0
N-001679,,,0
C-000473,4.9,,1
N-002442,,,0
C-000953,4.2,,1
C-000140,3.2,,1
N-000368,,,0
C-000074,3.0,,1
N-000453,,,0
N-002671,,,0
N-000007,,,0
N-001232,,,0
N-000606,,,0
N-001073,,,0
N-000574,,,0
C-000668,4.5,,1
N-001929,,,0
N-001628,,,0
C-000644,3.8,,1
N-001318,,,0
N-002176,,,0
N-002458,,,0
C-001052,4.0,,1
N-001802,,,0
N-000416,,,0
N-000557,,,0
N-001568,,,0
C-000162,3.9,,1
N-002837,,,0
C-001175,4.7,,1
C-001282,4.0,,1
N-000192,,,0
C-000645,3.7,,1
N-000565,,,0
N-002222,,,0
N-002309,,,0
N-001627,,,0
C-000886,3.0,,1
C-000990,3.7,,1
N-000657,,,0
N-001095,,,0
C-000071,4.0,,1
C-000218,3.0,,1
N-000468,,,0
C-000146,4.7,,1
N-000413,,,0
N-000121,,,0
C-000391,3.3,,1
C-000484,4.1,,1
N-001593,,,0
C-000772,4.6,,1
C-000854,3.5,,1
N-000999,,,0
N-001459,,,0
N-002463,,,0
C-000307,3.1,,1
C-000501,3.4,,1
C-000277,4.9,,1
C-001412,3.5,,1
N-001652,,,0
N-002413,,,0
N-002722,,,0
C-000306,3.4,,1
C-001257,4.3,,1
N-000567,,,0
C-000617,3.7,,1
N-002768,,,0
C-001306,3.4,,1
C-001208,3.8,,1
N-001706,,,0
C-000493,4.1,,1
N-000134,,,0
N-002635,,,0
C-000025,3.3,,1
C-000319,4.9,,1
C-000595,4.6,,1
N-002003,,,0
C-000212,3.0,,1
N-002154,,,0
N-002415,,,0
C-000712,4.1,,1
N-001977,,,0
N-001526,,,0
C-000210,3.0,,1
N-002304,,,0
C-000292,4.7,,1
N-000536,,,0
N-001150,,,0
N-000691,,,0
N-000735,,,0
N-001688,,,0
N-002250,,,0
C-001260,4.6,,1
N-000702,,,0
C-000871,3.0,,1
N-000821,,,0
N-002354,,,0
C-000361,3.3,,1
N-001201,,,0
N-000528,,,0
C-000440,3.0,,1
C-001119,3.5,,1
N-002000,,,0
N-001001,,,0
N-000612,,,0
N-000590,,,0
N-000617,,,0
C-000026,3.6,,1
C-000748,3.8,,1
N-001038,,,0
C-000910,3.0,,1
N-001101,,,0
N-000969,,,0
N-000191,,,0
C-001358,4.0,,1
C-000805,3.0,,1
N-001109,,,0
N-001145,,,0
C-000999,3.1,,1
C-000987,4.9,,1
C-001111,3.3,,1
N-000500,,,0
N-001576,,,0
C-000793,3.3,,1
C-001035,3.1,,1
C-000823,4.9,,1
C-000431,4.3,,1
N-000466,,,0
C-001142,4.9,,1
N-002723,,,0
C-000283,4.2,,1
N-001136,,,0
N-001453,,,0
N-000520,,,0
C-000737,4.0,,1
N-002764,,,0
C-001461,4.9,,1
N-000949,,,0
N-002874,,,0
C-000374,4.7,,1
N-002633,,,0
N-001547,,,0
N-001103,,,0
N-000856,,,0
