unique_id,id,rel_path,source,dataset_version,split,fps_src,n_frames_src,dur_src_s,target,event_frame,event_time_s,fps_embed,timing,weather,ego_involve,bins_10fps_50
C-000661,000661,Crash-1500/000661.mp4,CCD,official,val,10,50,5.0,1,39,3.9,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
C-000662,000662,Crash-1500/000662.mp4,CCD,official,train,10,50,5.0,1,36,3.6,10.0,Night,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000663,000663,Crash-1500/000663.mp4,CCD,official,val,10,50,5.0,1,32,3.2,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000664,000664,Crash-1500/000664.mp4,CCD,official,train,10,50,5.0,1,41,4.1,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
C-000665,000665,Crash-1500/000665.mp4,CCD,official,train,10,50,5.0,1,46,4.6,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
C-000666,000666,Crash-1500/000666.mp4,CCD,official,train,10,50,5.0,1,45,4.5,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
C-000667,000667,Crash-1500/000667.mp4,CCD,official,test,10,50,5.0,1,38,3.8,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
C-000668,000668,Crash-1500/000668.mp4,CCD,official,train,10,50,5.0,1,45,4.5,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
C-000669,000669,Crash-1500/000669.mp4,CCD,official,val,10,50,5.0,1,33,3.3,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000670,000670,Crash-1500/000670.mp4,CCD,official,train,10,50,5.0,1,44,4.4,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
C-000671,000671,Crash-1500/000671.mp4,CCD,official,val,10,50,5.0,1,45,4.5,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
C-000672,000672,Crash-1500/000672.mp4,CCD,official,train,10,50,5.0,1,47,4.7,10.0,Day,Snowy,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
C-000673,000673,Crash-1500/000673.mp4,CCD,official,train,10,50,5.0,1,44,4.4,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
C-000674,000674,Crash-1500/000674.mp4,CCD,official,test,10,50,5.0,1,49,4.9,10.0,Night,Rainy,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
C-000675,000675,Crash-1500/000675.mp4,CCD,official,train,10,50,5.0,1,36,3.6,10.0,Day,Snowy,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000676,000676,Crash-1500/000676.mp4,CCD,official,test,10,50,5.0,1,38,3.8,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
C-000677,000677,Crash-1500/000677.mp4,CCD,official,train,10,50,5.0,1,38,3.8,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
C-000678,000678,Crash-1500/000678.mp4,CCD,official,train,10,50,5.0,1,48,4.8,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
C-000679,000679,Crash-1500/000679.mp4,CCD,official,train,10,50,5.0,1,43,4.3,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
C-000680,000680,Crash-1500/000680.mp4,CCD,official,train,10,50,5.0,1,41,4.1,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
C-000681,000681,Crash-1500/000681.mp4,CCD,official,val,10,50,5.0,1,35,3.5,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000682,000682,Crash-1500/000682.mp4,CCD,official,train,10,50,5.0,1,31,3.1,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000683,000683,Crash-1500/000683.mp4,CCD,official,train,10,50,5.0,1,37,3.7,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000684,000684,Crash-1500/000684.mp4,CCD,official,val,10,50,5.0,1,31,3.1,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000685,000685,Crash-1500/000685.mp4,CCD,official,train,10,50,5.0,1,45,4.5,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
C-000686,000686,Crash-1500/000686.mp4,CCD,official,val,10,50,5.0,1,43,4.3,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
C-000687,000687,Crash-1500/000687.mp4,CCD,official,val,10,50,5.0,1,33,3.3,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000688,000688,Crash-1500/000688.mp4,CCD,official,train,10,50,5.0,1,38,3.8,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
C-000689,000689,Crash-1500/000689.mp4,CCD,official,train,10,50,5.0,1,41,4.1,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
C-000690,000690,Crash-1500/000690.mp4,CCD,official,test,10,50,5.0,1,33,3.3,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000691,000691,Crash-1500/000691.mp4,CCD,official,test,10,50,5.0,1,38,3.8,10.0,Day,Snowy,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
C-000692,000692,Crash-1500/000692.mp4,CCD,official,train,10,50,5.0,1,32,3.2,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000693,000693,Crash-1500/000693.mp4,CCD,official,train,10,50,5.0,1,42,4.2,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
C-000694,000694,Crash-1500/000694.mp4,CCD,official,train,10,50,5.0,1,46,4.6,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
C-000695,000695,Crash-1500/000695.mp4,CCD,official,val,10,50,5.0,1,39,3.9,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
C-000696,000696,Crash-1500/000696.mp4,CCD,official,train,10,50,5.0,1,46,4.6,10.0,Night,Rainy,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
C-000697,000697,Crash-1500/000697.mp4,CCD,official,train,10,50,5.0,1,36,3.6,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000698,000698,Crash-1500/000698.mp4,CCD,official,test,10,50,5.0,1,43,4.3,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
C-000699,000699,Crash-1500/000699.mp4,CCD,official,test,10,50,5.0,1,34,3.4,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000700,000700,Crash-1500/000700.mp4,CCD,official,train,10,50,5.0,1,46,4.6,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
C-000701,000701,Crash-1500/000701.mp4,CCD,official,train,10,50,5.0,1,30,3.0,10.0,Night,Rainy,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000702,000702,Crash-1500/000702.mp4,CCD,official,val,10,50,5.0,1,42,4.2,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
C-000703,000703,Crash-1500/000703.mp4,CCD,official,train,10,50,5.0,1,32,3.2,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000704,000704,Crash-1500/000704.mp4,CCD,official,train,10,50,5.0,1,40,4.0,10.0,Night,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1
C-000705,000705,Crash-1500/000705.mp4,CCD,official,train,10,50,5.0,1,38,3.8,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
C-000706,000706,Crash-1500/000706.mp4,CCD,official,train,10,50,5.0,1,41,4.1,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
C-000707,000707,Crash-1500/000707.mp4,CCD,official,test,10,50,5.0,1,38,3.8,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
C-000708,000708,Crash-1500/000708.mp4,CCD,official,train,10,50,5.0,1,33,3.3,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000709,000709,Crash-1500/000709.mp4,CCD,official,test,10,50,5.0,1,42,4.2,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
C-000710,000710,Crash-1500/000710.mp4,CCD,official,train,10,50,5.0,1,49,4.9,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
C-000711,000711,Crash-1500/000711.mp4,CCD,official,test,10,50,5.0,1,33,3.3,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000712,000712,Crash-1500/000712.mp4,CCD,official,train,10,50,5.0,1,41,4.1,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
C-000713,000713,Crash-1500/000713.mp4,CCD,official,train,10,50,5.0,1,41,4.1,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
C-000714,000714,Crash-1500/000714.mp4,CCD,official,test,10,50,5.0,1,44,4.4,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
C-000715,000715,Crash-1500/000715.mp4,CCD,official,test,10,50,5.0,1,39,3.9,10.0,Day,Snowy,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
C-000716,000716,Crash-1500/000716.mp4,CCD,official,val,10,50,5.0,1,41,4.1,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
C-000717,000717,Crash-1500/000717.mp4,CCD,official,train,10,50,5.0,1,36,3.6,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000718,000718,Crash-1500/000718.mp4,CCD,official,train,10,50,5.0,1,46,4.6,10.0,Day,Snowy,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1
C-000719,000719,Crash-1500/000719.mp4,CCD,official,val,10,50,5.0,1,44,4.4,10.0,Night,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
C-000720,000720,Crash-1500/000720.mp4,CCD,official,val,10,50,5.0,1,39,3.9,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
C-000721,000721,Crash-1500/000721.mp4,CCD,official,train,10,50,5.0,1,40,4.0,10.0,Night,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1
C-000722,000722,Crash-1500/000722.mp4,CCD,official,val,10,50,5.0,1,30,3.0,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000723,000723,Crash-1500/000723.mp4,CCD,official,train,10,50,5.0,1,39,3.9,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
C-000724,000724,Crash-1500/000724.mp4,CCD,official,train,10,50,5.0,1,37,3.7,10.0,Day,Snowy,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000725,000725,Crash-1500/000725.mp4,CCD,official,train,10,50,5.0,1,31,3.1,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000726,000726,Crash-1500/000726.mp4,CCD,official,test,10,50,5.0,1,40,4.0,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1
C-000727,000727,Crash-1500/000727.mp4,CCD,official,train,10,50,5.0,1,42,4.2,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
C-000728,000728,Crash-1500/000728.mp4,CCD,official,train,10,50,5.0,1,32,3.2,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000729,000729,Crash-1500/000729.mp4,CCD,official,test,10,50,5.0,1,35,3.5,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000730,000730,Crash-1500/000730.mp4,CCD,official,train,10,50,5.0,1,35,3.5,10.0,Day,Rainy,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000731,000731,Crash-1500/000731.mp4,CCD,official,train,10,50,5.0,1,30,3.0,10.0,Night,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000732,000732,Crash-1500/000732.mp4,CCD,official,train,10,50,5.0,1,30,3.0,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000733,000733,Crash-1500/000733.mp4,CCD,official,train,10,50,5.0,1,30,3.0,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000734,000734,Crash-1500/000734.mp4,CCD,official,train,10,50,5.0,1,35,3.5,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000735,000735,Crash-1500/000735.mp4,CCD,official,val,10,50,5.0,1,30,3.0,10.0,Day,Rainy,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000736,000736,Crash-1500/000736.mp4,CCD,official,train,10,50,5.0,1,39,3.9,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
C-000737,000737,Crash-1500/000737.mp4,CCD,official,train,10,50,5.0,1,40,4.0,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1
C-000738,000738,Crash-1500/000738.mp4,CCD,official,train,10,50,5.0,1,35,3.5,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000739,000739,Crash-1500/000739.mp4,CCD,official,train,10,50,5.0,1,30,3.0,10.0,Night,Rainy,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000740,000740,Crash-1500/000740.mp4,CCD,official,train,10,50,5.0,1,32,3.2,10.0,Day,Rainy,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000741,000741,Crash-1500/000741.mp4,CCD,official,train,10,50,5.0,1,48,4.8,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
C-000742,000742,Crash-1500/000742.mp4,CCD,official,test,10,50,5.0,1,35,3.5,10.0,Day,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000743,000743,Crash-1500/000743.mp4,CCD,official,train,10,50,5.0,1,32,3.2,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000744,000744,Crash-1500/000744.mp4,CCD,official,test,10,50,5.0,1,30,3.0,10.0,Day,Normal,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000745,000745,Crash-1500/000745.mp4,CCD,official,test,10,50,5.0,1,32,3.2,10.0,Night,Normal,No,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
C-000746,000746,Crash-1500/000746.mp4,CCD,official,test,10,50,5.0,1,34,3.4,10.0,Day,Rainy,Yes,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
